collocation,mle_rank,pmi_rank,tscore_rank,dice_rank,ll_rank,rank_av,rank_nor,rank_opt
hậu_quả khó_chịu,2498.0,1489.0,2485.0,2087.0,1687.0,2049.2,1737.7152609124037,2049.2
mùi tanh,1122.0,2404.0,1034.0,1176.0,0.0,1434.0,1434.0,1434.0
giới_tính nam,719.0,1511.0,598.0,584.0,694.0,821.2,696.3750596629251,821.2
quanh hậu_môn,2816.0,1232.0,2815.0,1986.0,1854.0,2140.6,1815.2221781715261,2140.6
lưỡi màu,387.0,314.0,272.0,382.0,175.0,306.0,259.4870534058147,306.0
sự_tích luỹ,3341.0,2679.0,3340.0,3453.0,0.0,3203.25,3203.25,3203.25
sỏi ca,1952.0,884.0,1926.0,1521.0,1165.0,1489.6,1263.1761920042536,1489.6
báo_cáo ngẫu_nhiên,1952.0,2793.0,1899.0,2619.0,1602.0,2173.0,1842.6972779439066,2173.0
xe ruột_thừa,3242.0,2139.0,3241.0,2959.0,2236.0,2763.4,2343.354651573949,2763.4
mùi tanh_hôi,1265.0,2404.0,1194.0,1274.0,0.0,1534.25,1534.25,1534.25
xét_nghiệm cơ_bản,1122.0,364.0,1070.0,703.0,354.0,722.6,612.762564676607,722.6
bên cạnh,3389.0,1942.0,3389.0,3228.0,2319.0,2853.4,2419.6743731638944,2853.4
sức_khoẻ răng,387.0,99.0,364.0,89.0,67.0,201.2,170.61697759885595,201.2
cảm_xúc nặng_nề,387.0,1972.0,71.0,1787.0,654.0,974.2,826.1185863658324,974.2
đợt trĩ,1433.0,2585.0,1297.0,2291.0,1297.0,1780.6,1509.943291811744,1780.6
đơn loài,3121.0,2215.0,3118.0,2737.0,0.0,2797.75,2797.75,2797.75
chỉ_số khối,2812.0,2625.0,2806.0,2845.0,2004.0,2618.4,2220.3951001234814,2618.4
lồng_ngực lõm,387.0,3254.0,24.0,2819.0,1023.0,1501.4,1273.182555501602,1501.4
phổ rông,3295.0,2738.0,3291.0,3341.0,0.0,3166.25,3166.25,3166.25
thể điển_hình,719.0,407.0,601.0,553.0,268.0,509.6,432.1392235804026,509.6
bên cổ,941.0,28.0,927.0,93.0,18.0,401.4,340.38595829115695,401.4
đặc_điểm sinh_lí,1265.0,3247.0,1132.0,2819.0,0.0,2115.75,2115.75,2115.75
bệnh_viện nhân_dân_gia,2178.0,1757.0,2165.0,1089.0,0.0,1797.25,1797.25,1797.25
quanh gân,387.0,228.0,319.0,239.0,139.0,262.4,222.5143882800189,262.4
cây trinh_nữ,2475.0,1807.0,2465.0,1470.0,0.0,2054.25,2054.25,2054.25
thể liệt,387.0,676.0,229.0,541.0,319.0,430.4,364.9778685812505,430.4
ý_kiến bác_sỹ,2439.0,1918.0,2433.0,1594.0,0.0,2096.0,2096.0,2096.0
cơ_quan y_tế,1122.0,12.0,1122.0,15.0,7.0,455.6,386.3473906264353,455.6
hạt bụi,1433.0,1433.0,1386.0,740.0,1044.0,1207.2,1023.7018655931357,1207.2
gạc ướt,387.0,2534.0,74.0,1759.0,786.0,1108.0,939.5805724628847,1108.0
khoáng thiết_yếu,2791.0,1031.0,2790.0,1910.0,1784.0,2061.2,1747.8912237910629,2061.2
không_gian bên,941.0,2452.0,826.0,1121.0,0.0,1335.0,1335.0,1335.0
khối_u lành_tính,2633.0,616.0,2626.0,1683.0,1539.0,1819.4,1542.8455717860763,1819.4
mùi chanh,2439.0,2167.0,2430.0,2125.0,1770.0,2186.2,1853.8908371104317,2186.2
ly nhựa,719.0,908.0,525.0,1087.0,483.0,744.4,631.2488972395048,744.4
mảng màu,1122.0,297.0,1078.0,590.0,295.0,676.4,573.5851075937683,676.4
cường_giáp tiềm_ẩn,1122.0,1125.0,1032.0,1187.0,753.0,1043.8,885.1391710620569,1043.8
giải cảm_ứng,719.0,2721.0,501.0,1412.0,0.0,1338.25,1338.25,1338.25
tạng yếu,1265.0,1225.0,1206.0,827.0,894.0,1083.4,918.719848561633,1083.4
mủ hoại_tử,1433.0,292.0,1396.0,567.0,398.0,817.2,692.9830720367053,817.2
giun_chỉ loa,719.0,3445.0,398.0,3453.0,0.0,2003.75,2003.75,2003.75
dầu thầu_dầu,2692.0,2328.0,2683.0,2451.0,1920.0,2414.8,2047.7429299488936,2414.8
màng_mạch võng_mạc,2121.0,2582.0,2089.0,2067.0,0.0,2214.75,2214.75,2214.75
cây khoản,2007.0,1807.0,1992.0,1002.0,0.0,1702.0,1702.0,1702.0
nhựa than_đá,2260.0,3019.0,2224.0,2802.0,0.0,2576.25,2576.25,2576.25
vẩy cá,1658.0,3231.0,1541.0,3019.0,1582.0,2206.2,1870.8507752415308,2206.2
trạng_thái lão_suy,2980.0,1375.0,2979.0,1684.0,0.0,2254.5,2254.5,2254.5
gân tím,1433.0,225.0,1394.0,582.0,301.0,787.0,667.3735654587457,787.0
dải mỏng,1658.0,758.0,1616.0,1102.0,882.0,1203.2,1020.309877966916,1203.2
y_học dân_tộc,941.0,2506.0,820.0,1196.0,0.0,1365.75,1365.75,1365.75
bài_tập kỵ_khí,719.0,1163.0,557.0,932.0,585.0,791.2,670.9351524662766,791.2
hoàng tuyến,719.0,293.0,613.0,515.0,210.0,470.0,398.55854608082655,470.0
sốt_rét ác_tính,719.0,1249.0,624.0,484.0,622.0,739.6,627.1785120880411,739.6
băng cá_nhân,2692.0,2128.0,2682.0,2640.0,1887.0,2405.8,2040.110957789899,2405.8
quang vú,719.0,161.0,661.0,277.0,126.0,388.8,329.7011972685646,388.8
đồng xu,387.0,2302.0,209.0,629.0,0.0,881.75,881.75,881.75
mùi thơm,2294.0,949.0,2278.0,1740.0,1429.0,1738.0,1473.8186235925032,1738.0
trứng chí,387.0,2852.0,98.0,1512.0,0.0,1212.25,1212.25,1212.25
sắt mãn_tính,2178.0,767.0,2152.0,1516.0,1258.0,1574.2,1334.9167302988023,1574.2
thể mi,719.0,538.0,596.0,613.0,344.0,562.0,476.57426148388197,562.0
mồ_hôi lạnh,2754.0,1179.0,2750.0,2084.0,1783.0,2110.0,1789.2734728309447,2110.0
khu_vực màu,2178.0,1084.0,2151.0,1598.0,1396.0,1681.4,1425.8219986814931,1681.4
bệnh_viện sản,387.0,278.0,340.0,155.0,163.0,264.6,224.3799814744398,264.6
giấc_ngủ ngon,941.0,3434.0,725.0,3453.0,0.0,2138.25,2138.25,2138.25
kích_thích nghịch_thường,2351.0,2635.0,2333.0,2280.0,0.0,2399.75,2399.75,2399.75
yếu_tố kích_thích,2667.0,886.0,2667.0,1849.0,1649.0,1943.6,1648.166787580201,1943.6
túi ối,2121.0,505.0,2108.0,1226.0,1042.0,1400.4,1187.5348679395522,1400.4
cơ_trơn mạch_máu,3393.0,1547.0,3393.0,3029.0,2316.0,2735.6,2319.7803375717212,2735.6
sốt cao_bằng,387.0,3422.0,9.0,3192.0,0.0,1752.5,1752.5,1752.5
nam_tính hoá,1535.0,1993.0,1505.0,886.0,0.0,1479.75,1479.75,1479.75
sắc_tố vàng,387.0,803.0,242.0,476.0,376.0,456.8,387.3649869143012,456.8
tác_nhân kích_thích,3262.0,2348.0,3262.0,3154.0,2251.0,2855.4,2421.3703669770043,2855.4
tần_số xoang,2650.0,1501.0,2645.0,2120.0,1778.0,2138.8,1813.6957837397274,2138.8
tổn_thương tiền,941.0,184.0,899.0,354.0,169.0,509.4,431.9696241990915,509.4
an_thần buồn_ngủ,2676.0,2751.0,2669.0,2902.0,1945.0,2588.6,2195.1247923081437,2588.6
âm_thanh cọ_xát,719.0,3404.0,406.0,3166.0,0.0,1923.75,1923.75,1923.75
tim_mạch vành,3131.0,2669.0,3130.0,3118.0,2176.0,2844.8,2412.381599767522,2844.8
hàm mũ,941.0,2841.0,777.0,1771.0,0.0,1582.5,1582.5,1582.5
mô lành,1734.0,722.0,1723.0,576.0,940.0,1139.0,965.8684765660881,1139.0
chấn_thương cột_sống,387.0,435.0,232.0,528.0,232.0,362.8,307.6532776981359,362.8
áp_lực ổ_bụng,1734.0,151.0,1731.0,248.0,293.0,831.4,705.0246281097855,831.4
khoảng_cách thời,2791.0,2709.0,2784.0,2848.0,2013.0,2629.0,2229.3838673329637,2629.0
sinh_dục nữ,1265.0,2283.0,1163.0,2021.0,1163.0,1579.0,1338.9871154502662,1579.0
khâu trọng_yếu,3137.0,3025.0,3134.0,3360.0,0.0,3164.0,3164.0,3164.0
cổ_họng mạn_tính,387.0,491.0,332.0,192.0,258.0,332.0,281.5349729762434,332.0
khả_dụng sinh_học,3446.0,1246.0,3446.0,3278.0,2357.0,2754.6,2335.8922787962656,2754.6
giao_thoa thị_giác,1658.0,1859.0,1629.0,779.0,0.0,1481.25,1481.25,1481.25
nghiên_cứu mù,3020.0,1762.0,3019.0,2215.0,2067.0,2416.6,2049.269324380692,2416.6
tóc mỏng,2518.0,1067.0,2508.0,1854.0,1612.0,1911.8,1621.2004859517535,1911.8
hệ_thống mạch_máu,2518.0,275.0,2516.0,1010.0,1078.0,1479.4,1254.5266235573931,1479.4
trạng_thái phởn_phơ,2498.0,1375.0,2496.0,956.0,0.0,1831.25,1831.25,1831.25
tổn_thương điển_hình,1891.0,593.0,1870.0,1056.0,946.0,1271.2,1077.9736676126527,1271.2
tổn_thương ghẻ,2475.0,2043.0,2462.0,1790.0,0.0,2192.5,2192.5,2192.5
thân mình,719.0,2621.0,517.0,1190.0,0.0,1261.75,1261.75,1261.75
tiền tiểu_đường,2121.0,2060.0,2096.0,1933.0,1584.0,1958.8,1661.0563405598361,1958.8
châu đắng,941.0,2673.0,802.0,1418.0,0.0,1458.5,1458.5,1458.5
vết rắn,941.0,265.0,911.0,232.0,229.0,515.6,437.22720501973225,515.6
cỏ xạ_hương,2570.0,2985.0,2549.0,2933.0,0.0,2759.25,2759.25,2759.25
mạch_máu nội_tạng,387.0,1189.0,139.0,1166.0,476.0,671.4,569.3451230609935,671.4
lao thực_quản,1658.0,894.0,1591.0,1440.0,953.0,1307.2,1108.5015562486308,1307.2
vết rách,3161.0,1647.0,3161.0,2337.0,0.0,2576.5,2576.5,2576.5
ước_lượng chính_xác,2178.0,2798.0,2136.0,2391.0,0.0,2375.75,2375.75,2375.75
hậu_quả khôn_lường,387.0,2985.0,70.0,1814.0,0.0,1314.0,1314.0,1314.0
sanh thường,719.0,1575.0,475.0,1671.0,691.0,1026.2,870.2144255066898,1026.2
mầm vi_sinh_vật,719.0,3408.0,404.0,3192.0,0.0,1930.75,1930.75,1930.75
viện dinh_dưỡng,719.0,1164.0,510.0,1253.0,583.0,845.8,717.2357835641767,845.8
dục nữ,1952.0,2801.0,1901.0,2468.0,1614.0,2147.2,1820.8189577547887,2147.2
võng_mạc đái_tháo_đường,1122.0,1528.0,1010.0,1605.0,893.0,1231.6,1044.3929901130764,1231.6
nguồn_gốc ngoại_sinh,2724.0,2032.0,2719.0,2040.0,0.0,2378.75,2378.75,2378.75
hiện_tượng tim_mạch,2692.0,847.0,2684.0,1851.0,1667.0,1948.2,1652.0675733503538,1948.2
trị_số ban_đầu,2854.0,2311.0,2845.0,2697.0,2007.0,2542.8,2156.286533987927,2542.8
âm_thanh the_thé,941.0,3404.0,728.0,3215.0,0.0,2072.0,2072.0,2072.0
bồ_đề nhựa,2351.0,2724.0,2331.0,2431.0,0.0,2459.25,2459.25,2459.25
phì đại,3438.0,1634.0,3438.0,3358.0,2355.0,2844.6,2412.212000386211,2844.6
phản_xạ ốc,1265.0,2561.0,1166.0,1966.0,1236.0,1638.8,1389.6973304622522,1638.8
quanh móng,3205.0,1636.0,3204.0,2687.0,2174.0,2581.2,2188.849615199637,2581.2
kỳ tâm,2754.0,1344.0,2749.0,2099.0,1823.0,2153.8,1826.4157373380517,2153.8
bệnh_lý nền,1433.0,903.0,1378.0,829.0,822.0,1073.0,909.9006807334614,1073.0
chứng_bệnh nguy_hiểm,1265.0,2420.0,1193.0,1303.0,0.0,1545.25,1545.25,1545.25
quế nhục,1122.0,3276.0,956.0,2819.0,0.0,2043.25,2043.25,2043.25
trán dô,387.0,3453.0,8.0,3453.0,0.0,1825.25,1825.25,1825.25
cảm_giác ấm_áp,2414.0,1118.0,2414.0,531.0,0.0,1619.25,1619.25,1619.25
hàng thứ,3225.0,1538.0,3225.0,2695.0,2189.0,2574.4,2183.0832362350634,2574.4
mủ song_song,2883.0,1960.0,2878.0,2142.0,0.0,2465.75,2465.75,2465.75
dinh_dưỡng đầy_đủ,2064.0,607.0,2058.0,617.0,1095.0,1288.2,1092.3896150240867,1288.2
gia_đình kỹ_lưỡng,1832.0,2465.0,1778.0,1738.0,0.0,1953.25,1953.25,1953.25
ảo thính,1122.0,3245.0,961.0,2757.0,0.0,2021.25,2021.25,2021.25
cân bất_ngờ,2064.0,1821.0,2034.0,1812.0,1514.0,1849.0,1567.9462802201026,1849.0
khứu_giác tạm_thời,1832.0,2340.0,1789.0,1551.0,0.0,1878.0,1878.0,1878.0
trí_óc căng_thẳng,1832.0,3308.0,1738.0,3153.0,0.0,2507.75,2507.75,2507.75
liên_cầu_khuẩn mới,2178.0,2423.0,2147.0,1950.0,0.0,2174.5,2174.5,2174.5
thành_viên dược_khoa,719.0,3245.0,428.0,2601.0,0.0,1748.25,1748.25,1748.25
khử liên_hợp,1535.0,1747.0,1504.0,891.0,1235.0,1382.4,1172.270923621563,1382.4
màu gỉ,1891.0,969.0,1890.0,121.0,0.0,1217.75,1217.75,1217.75
bên lỗ,719.0,1983.0,638.0,420.0,0.0,940.0,940.0,940.0
chu_kỳ liên_tiếp,941.0,1308.0,890.0,494.0,750.0,876.6,743.3540882860692,876.6
hoa cơm,2650.0,1669.0,2642.0,2298.0,1797.0,2211.2,1875.0907597743055,2211.2
nội_tạng bên,719.0,2074.0,545.0,977.0,833.0,1029.6,873.0976149889765,1029.6
dây_thần_kinh sọ,2854.0,98.0,2853.0,937.0,903.0,1529.0,1296.5872701225187,1529.0
chất_lỏng dư_thừa,2439.0,2966.0,2418.0,2976.0,1870.0,2533.8,2148.654561828933,2533.8
u buồng_trứng,2294.0,246.0,2294.0,534.0,819.0,1237.4,1049.3113721710954,1237.4
hình giọt,387.0,1523.0,253.0,458.0,599.0,644.0,546.1100078213879,644.0
sổ_mũi ngựa,1265.0,2956.0,1158.0,2158.0,0.0,1884.25,1884.25,1884.25
nhộng tằm,719.0,3445.0,398.0,3453.0,0.0,2003.75,2003.75,2003.75
bông mã_đề,1122.0,3149.0,970.0,2523.0,0.0,1941.0,1941.0,1941.0
giáp thường_xuyên,2840.0,1048.0,2840.0,1783.0,1844.0,2071.0,1756.2015934753017,2071.0
nguyệt thứ,3193.0,1900.0,3192.0,2663.0,0.0,2737.0,2737.0,2737.0
buổi sáng,3450.0,776.0,3450.0,3202.0,2360.0,2647.6,2245.1566097948858,2647.6
cảm_xúc phẳng_lặng,2791.0,3222.0,2780.0,3343.0,0.0,3034.0,3034.0,3034.0
hạt cốm,941.0,1956.0,887.0,504.0,0.0,1072.0,1072.0,1072.0
tác_giả nước_ngoài,719.0,3259.0,425.0,2648.0,0.0,1762.75,1762.75,1762.75
phẫu_thuật ổ_bụng,2942.0,1688.0,2938.0,2561.0,1989.0,2423.6,2055.205302726577,2423.6
tổn_thương hoại_tử,1832.0,441.0,1814.0,923.0,749.0,1151.8,976.7228369699915,1151.8
rối_loạn_chức_năng cơ_hữu,2980.0,2385.0,2976.0,2701.0,0.0,2760.5,2760.5,2760.5
kinh_nguyệt tạm_thời,941.0,359.0,878.0,604.0,290.0,614.4,521.0092993873614,614.4
đường_kính trước_sau,1265.0,3222.0,1136.0,2753.0,0.0,2094.0,2094.0,2094.0
quần_thể dân_cư,3179.0,2907.0,3177.0,3317.0,0.0,3145.0,3145.0,3145.0
thông khí,3392.0,1426.0,3392.0,2996.0,2311.0,2703.4,2292.4748371806522,2703.4
lợn lành,719.0,2641.0,444.0,2188.0,934.0,1385.2,1174.645314959917,1385.2
hiện_tượng sỏi,719.0,647.0,568.0,850.0,402.0,637.2,540.3436288568142,637.2
cảm_giác tê_tê,2992.0,1118.0,2992.0,1306.0,0.0,2102.0,2102.0,2102.0
giai_đoạn kinh_nguyệt,387.0,8.0,376.0,23.0,26.0,164.0,139.07149267501183,164.0
điểm tương_đồng,2064.0,2370.0,2035.0,1806.0,0.0,2068.75,2068.75,2068.75
gai lưỡi,1832.0,1036.0,1785.0,1606.0,1121.0,1476.0,1251.6434340751064,1476.0
củ lao,719.0,1185.0,505.0,1344.0,589.0,868.4,736.4005136523186,868.4
cảm_giác mềm_nhũn,1265.0,1118.0,1263.0,77.0,0.0,930.75,930.75,930.75
khuyết_tật bẩm_sinh,3275.0,1658.0,3274.0,2714.0,2246.0,2633.4,2233.1150537218055,2633.4
hạt cây,1535.0,203.0,1523.0,543.0,315.0,823.8,698.5798516199678,823.8
giải mẫn_cảm,2999.0,2365.0,2994.0,2883.0,2082.0,2664.6,2259.5725572063197,2664.6
hệ_thống tối_thiểu,2393.0,1181.0,2372.0,1818.0,1565.0,1865.8,1582.1926282502259,1865.8
băng quanh,2667.0,1631.0,2663.0,2311.0,1805.0,2215.4,1878.6523467818365,2215.4
cơ_trơn niệu_quản,719.0,595.0,591.0,650.0,375.0,586.0,496.92618724120075,586.0
thuỷ_phân nhanh_chóng,1832.0,2732.0,1758.0,2252.0,1549.0,2024.6,1716.854537011152,2024.6
nọc rắn,387.0,2350.0,85.0,1667.0,742.0,1046.2,887.1743636377888,1046.2
khối_u yếu_tố,1122.0,1281.0,1061.0,820.0,817.0,1020.2,865.1264440673601,1020.2
mã chuẩn,1734.0,941.0,1699.0,1313.0,1026.0,1342.6,1138.5206467406758,1342.6
đồ lót,2475.0,1857.0,2458.0,2209.0,1732.0,2146.2,1819.9709608482337,2146.2
than the,1122.0,1409.0,1114.0,175.0,0.0,955.0,955.0,955.0
van giả,719.0,182.0,703.0,81.0,147.0,366.4,310.7060665617337,366.4
kháng_nguyên bề_mặt,2216.0,2332.0,2188.0,2409.0,1647.0,2158.4,1830.3165231082044,2158.4
chàm dai_dẳng,1658.0,973.0,1596.0,1362.0,989.0,1315.6,1115.6247302636923,1315.6
u mềm,2570.0,102.0,2570.0,651.0,581.0,1294.8,1097.9863946073494,1294.8
cỏ lúa_mì,2322.0,2985.0,2299.0,2800.0,0.0,2601.5,2601.5,2601.5
thập_niên thứ,719.0,1900.0,651.0,355.0,0.0,906.25,906.25,906.25
bán_cầu bên,387.0,1350.0,186.0,790.0,518.0,646.2,547.9756010158088,646.2
hạch hạnh_nhân,387.0,1347.0,299.0,298.0,549.0,576.0,488.44621817565127,576.0
mỏm cụt,719.0,3376.0,408.0,3061.0,0.0,1891.0,1891.0,1891.0
điện_thế cao_nguyên,2840.0,3189.0,2833.0,3340.0,0.0,3050.5,3050.5,3050.5
mặt_cắt bên,941.0,2063.0,830.0,1112.0,957.0,1180.6,1001.145147878774,1180.6
gia_đình dị,1433.0,1812.0,1341.0,1409.0,1125.0,1424.0,1207.547594934249,1424.0
nội_tiết_tố nam,2216.0,1022.0,2200.0,1531.0,1402.0,1674.2,1419.7164209542975,1674.2
bằng_chứng hiện,719.0,992.0,518.0,1182.0,508.0,783.8,664.6599753577698,783.8
niêm mông,1535.0,2907.0,1451.0,2185.0,0.0,2019.5,2019.5,2019.5
nền vết,1122.0,2247.0,996.0,1831.0,1045.0,1448.2,1228.0691200728788,1448.2
chuyển_dạ sớm,3067.0,1835.0,3067.0,2259.0,0.0,2557.0,2557.0,2557.0
phế_quản nghịch_lý,1535.0,3211.0,1442.0,2827.0,0.0,2253.75,2253.75,2253.75
thời_điểm cụ_thể,387.0,1814.0,79.0,1704.0,620.0,920.8,780.835551555798,920.8
sợi nhầy,2007.0,862.0,1979.0,1576.0,1198.0,1524.4,1292.686484352366,1524.4
hiện_tượng thường_xuyên,387.0,81.0,363.0,95.0,52.0,195.6,165.86819492214823,195.6
lông nhẽ,1535.0,2413.0,1478.0,1478.0,0.0,1726.0,1726.0,1726.0
bức_xạ tử_ngoại,2475.0,3320.0,2441.0,3453.0,0.0,2922.25,2922.25,2922.25
môi xung_quanh,2007.0,1070.0,1984.0,1381.0,1291.0,1546.6,1311.5120156778858,1546.6
lớp màng,2724.0,427.0,2723.0,1447.0,1477.0,1759.6,1492.13535677409,1759.6
tiền sản,1433.0,976.0,1348.0,1268.0,851.0,1175.2,996.5659645833774,1175.2
niêm_mạc ruột_non,2950.0,2131.0,2947.0,2665.0,2048.0,2548.2,2160.8657172833236,2548.2
trái_cây giàu,1433.0,2281.0,1325.0,1663.0,1256.0,1591.6,1349.6718764728585,1591.6
tình_hình cụ_thể,1952.0,2233.0,1903.0,2352.0,1509.0,1989.8,1687.3442446630397,1989.8
sốc điện_tim,719.0,1393.0,527.0,1071.0,653.0,872.6,739.9621006598495,872.6
nốt phỏng,1535.0,2391.0,1449.0,2276.0,1329.0,1796.0,1523.0024441726903,1796.0
bộ thụt,1265.0,2277.0,1200.0,1072.0,0.0,1453.5,1453.5,1453.5
thị_lực ban_đêm,387.0,1502.0,133.0,1210.0,562.0,758.8,643.460052693896,758.8
lớp vi_tính,2216.0,55.0,2215.0,372.0,122.0,996.0,844.6049189287303,996.0
mùa mưa,387.0,1987.0,112.0,1418.0,660.0,912.8,774.0515763033584,912.8
đốm trắng,2942.0,1379.0,2941.0,2260.0,1953.0,2295.0,1946.1529005436105,2295.0
cục u,2260.0,2764.0,2226.0,2779.0,1741.0,2354.0,1996.1847180303525,2354.0
tiêu mủ,1535.0,266.0,1522.0,598.0,404.0,865.0,733.5173241700318,865.0
u tuyến_giáp,2393.0,41.0,2391.0,383.0,91.0,1059.8,898.707121566936,1059.8
trực_khuẩn than,3295.0,2331.0,3295.0,3138.0,0.0,3014.75,3014.75,3014.75
mao địa_hoàng,2676.0,3139.0,2668.0,3217.0,0.0,2925.0,2925.0,2925.0
đảo nhãn_cầu,2007.0,3129.0,1959.0,2868.0,0.0,2490.75,2490.75,2490.75
bệnh_lý nội_tiết,2007.0,1428.0,1986.0,1319.0,1414.0,1630.8,1382.9133552098126,1630.8
tương_tác dược_lực,387.0,2223.0,116.0,1364.0,720.0,962.0,815.773024105862,962.0
tổn_thương cơ_bản,2587.0,673.0,2582.0,1635.0,1535.0,1802.4,1528.4296243746421,1802.4
lành_tính tuyến_tiền_liệt,3299.0,2354.0,3299.0,3171.0,2274.0,2879.4,2441.722292734323,2879.4
cơ_thắt thực_quản,719.0,592.0,567.0,859.0,374.0,622.2,527.6236752584899,622.2
thân dương_vật,719.0,1159.0,534.0,1054.0,580.0,809.2,686.1990967842656,809.2
cơ_bắp yếu,387.0,781.0,266.0,400.0,369.0,440.6,373.62743702811105,440.6
lá van,3044.0,1550.0,3042.0,2420.0,2046.0,2420.4,2052.4917126256014,2420.4
đơn_vị quốc_tế,3344.0,2343.0,3344.0,3255.0,2294.0,2916.0,2472.7589795142344,2916.0
lớp nhày,387.0,164.0,343.0,147.0,103.0,228.8,194.02169221977258,228.8
xung_quanh âm_đạo,387.0,827.0,161.0,926.0,381.0,536.4,454.8655406760752,536.4
hình_ảnh hẹp,1122.0,349.0,1082.0,535.0,336.0,684.8,580.7082816088298,684.8
huyết_cầu toàn_thể,3040.0,2695.0,3031.0,3092.0,2123.0,2796.2,2371.1689501089513,2796.2
thính_giác đột_ngột,2778.0,2008.0,2772.0,2410.0,1925.0,2378.6,2017.0454419316043,2378.6
mỏm lồi,719.0,1840.0,537.0,1027.0,769.0,978.4,829.6801733733631,978.4
tổn_thương bản_thân,1535.0,1235.0,1502.0,934.0,1035.0,1248.2,1058.4697387618887,1248.2
nội_soi bàng_quang,2216.0,761.0,2202.0,1465.0,1292.0,1587.2,1345.9406900840168,1587.2
phác_đồ chu_kỳ,2294.0,1735.0,2273.0,2043.0,1605.0,1990.0,1687.5138440443507,1990.0
mùi khó_chịu,2294.0,678.0,2286.0,1542.0,1310.0,1622.0,1375.450982432129,1622.0
trời lạnh,1535.0,2259.0,1493.0,1229.0,0.0,1629.0,1629.0,1629.0
hình_ảnh ổ,719.0,1003.0,516.0,1200.0,513.0,790.2,670.0871555597216,790.2
phức bộ,1832.0,3396.0,1736.0,3453.0,0.0,2604.25,2604.25,2604.25
kinh_nguyệt đều_đặn,387.0,1464.0,144.0,1085.0,555.0,727.0,616.4937510654487,727.0
tiến_trình tự_nhiên,2950.0,2749.0,2944.0,2956.0,0.0,2899.75,2899.75,2899.75
đồ biển,1433.0,1326.0,1340.0,1435.0,992.0,1305.2,1106.8055624355209,1305.2
sỏi tiết_niệu,2475.0,2014.0,2459.0,2169.0,1758.0,2175.0,1844.3932717570165,2175.0
ha trầm_trọng,2121.0,1741.0,2092.0,2027.0,1521.0,1900.4,1611.5333212170272,1900.4
quả hồng_xiêm,387.0,2517.0,166.0,914.0,0.0,996.0,996.0,996.0
ngôi ngược,1891.0,1065.0,1861.0,1699.0,1200.0,1543.2,1308.628826195599,1543.2
bệnh_lý bẩm_sinh,941.0,43.0,924.0,120.0,35.0,412.6,349.88352364457245,412.6
đáy cốc,1265.0,2286.0,1169.0,1905.0,1167.0,1558.4,1321.5183791752343,1558.4
rau tề,2650.0,2018.0,2647.0,1926.0,0.0,2310.25,2310.25,2310.25
núi phía,1122.0,1991.0,1077.0,629.0,0.0,1204.75,1204.75,1204.75
máu_huyết giải,2587.0,730.0,2587.0,249.0,0.0,1538.25,1538.25,1538.25
y_tế phương,2351.0,1039.0,2349.0,912.0,1537.0,1637.6,1388.679734174386,1637.6
mùi hương,387.0,1166.0,194.0,734.0,473.0,590.8,500.99657239266446,590.8
thảo_dược nhất_định,387.0,1874.0,83.0,1674.0,637.0,931.0,789.4851200026585,931.0
lớp nông,1734.0,1064.0,1718.0,755.0,1096.0,1273.4,1079.8392608070735,1273.4
khoáng hoá_xương,719.0,2827.0,486.0,1610.0,0.0,1410.5,1410.5,1410.5
lịch_sử bệnh_tật,3159.0,2847.0,3157.0,3260.0,2215.0,2927.6,2482.595743630272,2927.6
nhân mụn,941.0,1782.0,831.0,1107.0,865.0,1105.2,937.2061811245309,1105.2
yếu_tố bên,387.0,140.0,317.0,241.0,88.0,234.6,198.9400742777913,234.6
nhân lạnh,1265.0,289.0,1224.0,632.0,333.0,748.6,634.8104842470357,748.6
can xi,2322.0,3335.0,2295.0,3453.0,0.0,2851.25,2851.25,2851.25
đường_kính ngang,2121.0,2930.0,2070.0,2857.0,1705.0,2336.6,1981.4295718562962,2336.6
một_chiều nhất_định,387.0,3022.0,65.0,1891.0,0.0,1341.25,1341.25,1341.25
kháng_thể trung_hoà,2791.0,2978.0,2781.0,3082.0,0.0,2908.0,2908.0,2908.0
phía ngọn,387.0,1916.0,308.0,288.0,0.0,724.75,724.75,724.75
kính_hiển_vi điện_tử,1433.0,3190.0,1280.0,2920.0,1462.0,2057.0,1744.3296367835324,2057.0
tương_tác yếu,3203.0,1858.0,3203.0,2788.0,2187.0,2647.8,2245.326209176197,2647.8
mét_vuông diện_tích,2992.0,3044.0,2989.0,3267.0,0.0,3073.0,3073.0,3073.0
phó thương_hàn,2064.0,2837.0,2015.0,2762.0,1658.0,2267.2,1922.5785865413827,2267.2
cây kim_ngân,2393.0,1635.0,2383.0,1369.0,1692.0,1894.4,1606.4453397776974,1894.4
kết_quả tối_ưu,2414.0,826.0,2411.0,1140.0,1479.0,1654.0,1402.5868834418875,1654.0
hơ nóng,1952.0,924.0,1951.0,116.0,0.0,1235.75,1235.75,1235.75
thái_độ hung_hăng,2064.0,3050.0,2014.0,2770.0,0.0,2474.5,2474.5,2474.5
da_dẻ xanh_xao,2906.0,3112.0,2896.0,3303.0,0.0,3054.25,3054.25,3054.25
đồ_ăn chua,719.0,2819.0,488.0,1593.0,0.0,1404.75,1404.75,1404.75
lỗ hậu_môn,1891.0,1679.0,1852.0,2062.0,1374.0,1771.6,1502.3113196527495,1771.6
